Booking_ID,Booking_Date,Check_in_Date,Check_out_Date,Room_Type,Rate_Plan,Booked_Rate,Number_of_Nights,Number_of_Guests,Booking_Channel,Cancellation_Status,Revenue_Generated
BKG01900,2024-12-31,2025-04-20,2025-04-24,Standard,Early Bird (> 30 days),1206095.49,4,3,Website,Confirmed,4824381.96
BKG01901,2024-12-31,2025-04-20,2025-04-22,Standard,Early Bird (> 30 days),1184616.62,2,3,Direct,Confirmed,2369233.24
BKG01902,2024-12-31,2025-04-20,2025-04-22,Standard,Early Bird (> 30 days),1172425.63,2,2,Website,Confirmed,2344851.26
BKG01903,2024-12-31,2025-04-20,2025-04-23,Standard,Early Bird (> 30 days),1171865.27,3,1,Website,Confirmed,3515595.81
BKG01904,2024-12-31,2025-04-20,2025-04-25,Standard,Early Bird (> 30 days),1178661.23,5,1,OTA,Cancelled,0.0
BKG01905,2024-12-31,2025-04-20,2025-04-25,Standard,Early Bird (> 30 days) + Member,1115805.18,5,1,OTA,Confirmed,5579025.899999999
BKG01906,2024-12-31,2025-04-20,2025-04-27,Standard,Early Bird (> 30 days),1216195.4,7,3,OTA,Confirmed,8513367.799999999
BKG01907,2024-12-31,2025-04-20,2025-04-26,Standard,Early Bird (> 30 days),1214292.51,6,2,Website,Confirmed,7285755.0600000005
BKG01908,2024-12-31,2025-04-20,2025-04-21,Standard,Early Bird (> 30 days),1214107.2,1,2,OTA,Confirmed,1214107.2
BKG01909,2024-12-31,2025-04-20,2025-04-24,Standard,Early Bird (> 30 days),1152072.36,4,3,OTA,Confirmed,4608289.44
BKG01910,2024-12-31,2025-04-20,2025-04-24,Deluxe,Early Bird (> 30 days) + Member,1172588.49,4,3,OTA,Confirmed,4690353.96
BKG01911,2024-12-31,2025-04-20,2025-04-22,Suite,Early Bird (> 30 days),2028278.09,2,2,Website,Cancelled,0.0
BKG01912,2024-12-31,2025-04-21,2025-04-24,Standard,Early Bird (> 30 days),1144762.63,3,3,OTA,Confirmed,3434287.8899999997
BKG01913,2024-12-31,2025-04-21,2025-04-25,Standard,Early Bird (> 30 days),1156542.42,4,2,Website,Confirmed,4626169.68
BKG01914,2024-12-31,2025-04-21,2025-04-22,Standard,Early Bird (> 30 days) + Member,1110544.43,1,3,Direct,Confirmed,1110544.43
BKG01915,2024-12-31,2025-04-21,2025-04-23,Standard,Early Bird (> 30 days) + Member,1044556.53,2,1,OTA,Confirmed,2089113.06
BKG01916,2024-12-31,2025-04-21,2025-04-25,Standard,Early Bird (> 30 days),1176043.79,4,1,Direct,Confirmed,4704175.16
BKG01917,2024-12-31,2025-04-21,2025-04-24,Deluxe,Early Bird (> 30 days) + Member,1207520.15,3,2,Direct,Cancelled,0.0
BKG01918,2024-12-31,2025-04-21,2025-04-22,Suite,Early Bird (> 30 days) + Member,1842723.66,1,1,Website,Confirmed,1842723.66
BKG01919,2024-12-31,2025-04-21,2025-04-24,Suite,Early Bird (> 30 days),2082427.38,3,2,Direct,Confirmed,6247282.14
BKG01920,2024-12-31,2025-04-21,2025-04-25,Suite,Early Bird (> 30 days),2137068.17,4,3,OTA,Confirmed,8548272.68
BKG01921,2024-12-31,2025-04-22,2025-04-27,Standard,Early Bird (> 30 days),1223548.98,5,3,Website,Confirmed,6117744.9
BKG01922,2024-12-31,2025-04-22,2025-04-26,Standard,Early Bird (> 30 days),1169706.48,4,2,Direct,Confirmed,4678825.92
BKG01923,2024-12-31,2025-04-22,2025-04-25,Standard,Early Bird (> 30 days),1172602.74,3,2,Direct,Confirmed,3517808.2199999997
BKG01924,2024-12-31,2025-04-22,2025-04-24,Standard,Early Bird (> 30 days),1145809.84,2,1,Website,Confirmed,2291619.68
BKG01925,2024-12-31,2025-04-22,2025-04-24,Standard,Early Bird (> 30 days),1208569.85,2,2,Website,Confirmed,2417139.7
BKG01926,2024-12-31,2025-04-22,2025-04-27,Standard,Early Bird (> 30 days),1245288.23,5,1,OTA,Confirmed,6226441.15
BKG01927,2024-12-31,2025-04-22,2025-04-25,Standard,Early Bird (> 30 days),1148687.59,3,3,Walk-in,Confirmed,3446062.7700000005
BKG01928,2024-12-31,2025-04-22,2025-04-24,Standard,Early Bird (> 30 days),1137522.92,2,1,Website,Confirmed,2275045.84
BKG01929,2024-12-31,2025-04-22,2025-04-25,Standard,Early Bird (> 30 days) + Member,1084192.57,3,1,Website,Confirmed,3252577.71
BKG01930,2024-12-31,2025-04-22,2025-04-25,Standard,Early Bird (> 30 days),1145037.58,3,3,OTA,Confirmed,3435112.74
BKG01931,2024-12-31,2025-04-22,2025-04-24,Standard,Early Bird (> 30 days),1223763.29,2,3,Website,Confirmed,2447526.58
BKG01932,2024-12-31,2025-04-22,2025-04-24,Standard,Early Bird (> 30 days) + Member,1059318.3,2,2,OTA,Confirmed,2118636.6
BKG01933,2024-12-31,2025-04-22,2025-04-28,Standard,Early Bird (> 30 days),1148302.57,6,1,Website,Confirmed,6889815.42
BKG01934,2024-12-31,2025-04-22,2025-04-27,Standard,Early Bird (> 30 days),1223232.0,5,1,Website,Confirmed,6116160.0
BKG01935,2024-12-31,2025-04-22,2025-04-25,Standard,Early Bird (> 30 days),1245187.5,3,2,Direct,Confirmed,3735562.5
BKG01936,2024-12-31,2025-04-22,2025-04-27,Standard,Early Bird (> 30 days),1222029.7,5,1,OTA,Confirmed,6110148.5
BKG01937,2024-12-31,2025-04-22,2025-04-25,Standard,Early Bird (> 30 days),1223546.0,3,1,Website,Confirmed,3670638.0
BKG01938,2024-12-31,2025-04-22,2025-04-25,Standard,Early Bird (> 30 days),1181157.07,3,3,Website,Confirmed,3543471.21
BKG01939,2024-12-31,2025-04-22,2025-04-25,Standard,Early Bird (> 30 days),1198578.39,3,2,Website,Confirmed,3595735.17
BKG01940,2024-12-31,2025-04-22,2025-04-25,Deluxe,Early Bird (> 30 days),1302973.79,3,3,Direct,Cancelled,0.0
BKG01941,2024-12-31,2025-04-22,2025-04-23,Deluxe,Early Bird (> 30 days) + Member,1264857.13,1,2,OTA,Confirmed,1264857.13
BKG01942,2024-12-31,2025-04-22,2025-04-23,Deluxe,Early Bird (> 30 days),1288186.33,1,2,OTA,Confirmed,1288186.33
BKG01943,2024-12-31,2025-04-22,2025-04-27,Deluxe,Early Bird (> 30 days),1309663.19,5,2,OTA,Confirmed,6548315.949999999
BKG01944,2024-12-31,2025-04-22,2025-04-25,Deluxe,Early Bird (> 30 days),1284203.45,3,3,Direct,Confirmed,3852610.3499999996
BKG01945,2024-12-31,2025-04-22,2025-04-25,Deluxe,Early Bird (> 30 days) + Member,1216614.73,3,1,Direct,Confirmed,3649844.19
BKG01946,2024-12-31,2025-04-22,2025-04-26,Deluxe,Early Bird (> 30 days) + Member,1179040.58,4,1,Direct,Confirmed,4716162.32
BKG01947,2024-12-31,2025-04-22,2025-04-26,Deluxe,Early Bird (> 30 days) + Member,1163352.46,4,2,Website,Confirmed,4653409.84
BKG01948,2024-12-31,2025-04-22,2025-04-26,Deluxe,Early Bird (> 30 days) + Member,1231708.03,4,1,Walk-in,Confirmed,4926832.12
BKG01949,2024-12-31,2025-04-22,2025-04-26,Deluxe,Early Bird (> 30 days),1280829.72,4,2,OTA,Confirmed,5123318.88
BKG01950,2024-12-31,2025-04-22,2025-04-26,Deluxe,Early Bird (> 30 days),1376363.4,4,1,Walk-in,Confirmed,5505453.6
BKG01951,2024-12-31,2025-04-22,2025-04-28,Deluxe,Early Bird (> 30 days),1366703.89,6,1,OTA,Confirmed,8200223.34
BKG01952,2024-12-31,2025-04-22,2025-04-26,Deluxe,Early Bird (> 30 days),1326884.54,4,1,OTA,Confirmed,5307538.16
BKG01953,2024-12-31,2025-04-22,2025-04-25,Suite,Early Bird (> 30 days),2057555.39,3,1,Direct,Confirmed,6172666.17
BKG01954,2024-12-31,2025-04-22,2025-04-23,Suite,Early Bird (> 30 days) + Member,1838845.69,1,2,Direct,Confirmed,1838845.69
BKG01955,2024-12-31,2025-04-22,2025-04-27,Suite,Early Bird (> 30 days) + Member,1815217.27,5,1,Direct,Confirmed,9076086.35
BKG01956,2024-12-31,2025-04-23,2025-04-25,Standard,Early Bird (> 30 days),1141317.66,2,2,Direct,Confirmed,2282635.32
BKG01957,2024-12-31,2025-04-23,2025-04-26,Standard,Early Bird (> 30 days) + Member,1063053.72,3,1,Direct,Confirmed,3189161.16
BKG01958,2024-12-31,2025-04-23,2025-04-24,Standard,Early Bird (> 30 days) + Member,1119177.0,1,1,Website,Confirmed,1119177.0
BKG01959,2024-12-31,2025-04-23,2025-04-29,Standard,Early Bird (> 30 days) + Member,1046550.95,6,2,Direct,Confirmed,6279305.699999999
BKG01960,2024-12-31,2025-04-23,2025-04-27,Standard,Early Bird (> 30 days) + Member,1088655.82,4,3,Website,Cancelled,0.0
BKG01961,2024-12-31,2025-04-23,2025-04-27,Standard,Early Bird (> 30 days),1227090.51,4,1,OTA,Confirmed,4908362.04
BKG01962,2024-12-31,2025-04-23,2025-04-26,Standard,Early Bird (> 30 days),1155148.45,3,2,Direct,Confirmed,3465445.3499999996
BKG01963,2024-12-31,2025-04-23,2025-04-27,Standard,Early Bird (> 30 days),1152045.56,4,2,OTA,Confirmed,4608182.24
BKG01964,2024-12-31,2025-04-23,2025-04-28,Standard,Early Bird (> 30 days),1149564.48,5,3,Website,Confirmed,5747822.4
BKG01965,2024-12-31,2025-04-23,2025-04-28,Standard,Early Bird (> 30 days) + Member,1092702.54,5,3,OTA,Confirmed,5463512.7
BKG01966,2024-12-31,2025-04-23,2025-04-26,Standard,Early Bird (> 30 days),1147405.33,3,3,Website,Confirmed,3442215.99
BKG01967,2024-12-31,2025-04-23,2025-04-27,Suite,Early Bird (> 30 days),2009056.69,4,1,OTA,Confirmed,8036226.76
BKG01968,2024-12-31,2025-04-23,2025-04-29,Suite,Early Bird (> 30 days),2088052.55,6,1,OTA,Confirmed,12528315.3
BKG01969,2024-12-31,2025-04-23,2025-04-24,Suite,Early Bird (> 30 days),2081608.08,1,2,Direct,Cancelled,0.0
BKG01970,2024-12-31,2025-04-24,2025-04-26,Deluxe,Early Bird (> 30 days),1370057.67,2,3,Website,Confirmed,2740115.34
BKG01971,2024-12-31,2025-04-24,2025-04-30,Deluxe,Early Bird (> 30 days),1311584.93,6,1,OTA,Confirmed,7869509.58
BKG01972,2024-12-31,2025-04-24,2025-04-27,Deluxe,Early Bird (> 30 days) + Member,1202246.4,3,1,Direct,Confirmed,3606739.1999999997
BKG01973,2024-12-31,2025-04-24,2025-04-28,Deluxe,Early Bird (> 30 days),1396984.04,4,3,Walk-in,Confirmed,5587936.16
BKG01974,2024-12-31,2025-04-24,2025-04-30,Deluxe,Early Bird (> 30 days),1300424.38,6,2,OTA,Confirmed,7802546.279999999
BKG01975,2024-12-31,2025-04-25,2025-04-30,Standard,Early Bird (> 30 days),1222777.67,5,3,Website,Confirmed,6113888.35
BKG01976,2024-12-31,2025-04-25,2025-04-30,Standard,Early Bird (> 30 days),1148522.22,5,3,OTA,Confirmed,5742611.1
BKG01977,2024-12-31,2025-04-25,2025-04-30,Standard,Early Bird (> 30 days),1232050.24,5,1,Website,Confirmed,6160251.2
BKG01978,2024-12-31,2025-04-25,2025-04-29,Standard,Early Bird (> 30 days),1191105.07,4,2,Direct,Cancelled,0.0
BKG01979,2024-12-31,2025-04-25,2025-04-29,Standard,Early Bird (> 30 days),1228383.79,4,1,Walk-in,Confirmed,4913535.16
BKG01980,2024-12-31,2025-04-25,2025-04-27,Standard,Early Bird (> 30 days),1225782.23,2,3,OTA,Confirmed,2451564.46
BKG01981,2024-12-31,2025-04-25,2025-04-27,Standard,Early Bird (> 30 days),1162732.23,2,1,Website,Confirmed,2325464.46
BKG01982,2024-12-31,2025-04-25,2025-04-27,Standard,Early Bird (> 30 days),1250731.07,2,3,OTA,Confirmed,2501462.14
BKG01983,2024-12-31,2025-04-25,2025-04-30,Standard,Early Bird (> 30 days),1174256.52,5,1,Direct,Confirmed,5871282.6
BKG01984,2024-12-31,2025-04-25,2025-04-29,Standard,Early Bird (> 30 days) + Member,1098913.12,4,3,OTA,Confirmed,4395652.48
BKG01985,2024-12-31,2025-04-25,2025-04-28,Standard,Early Bird (> 30 days) + Member,1114728.32,3,2,Direct,Confirmed,3344184.96
BKG01986,2024-12-31,2025-04-25,2025-04-28,Standard,Early Bird (> 30 days),1225016.47,3,1,OTA,Confirmed,3675049.41
BKG01987,2024-12-31,2025-04-25,2025-05-02,Standard,Early Bird (> 30 days),1176262.57,7,2,Website,Cancelled,0.0
BKG01988,2024-12-31,2025-04-25,2025-04-30,Standard,Early Bird (> 30 days),1221647.16,5,1,Direct,Confirmed,6108235.8
BKG01989,2024-12-31,2025-04-25,2025-04-29,Standard,Early Bird (> 30 days) + Member,1071274.32,4,2,Direct,Confirmed,4285097.28
BKG01990,2024-12-31,2025-04-25,2025-04-28,Standard,Early Bird (> 30 days),1227318.3,3,1,Direct,Confirmed,3681954.9000000004
BKG01991,2024-12-31,2025-04-25,2025-04-30,Standard,Early Bird (> 30 days) + Member,1046844.3,5,3,Website,Confirmed,5234221.5
BKG01992,2024-12-31,2025-04-25,2025-04-30,Standard,Early Bird (> 30 days),1246868.99,5,2,OTA,Confirmed,6234344.95
BKG01993,2024-12-31,2025-04-25,2025-04-28,Standard,Early Bird (> 30 days) + Member,1029982.95,3,1,Website,Confirmed,3089948.8499999996
BKG01994,2024-12-31,2025-04-25,2025-05-01,Standard,Early Bird (> 30 days),1174662.47,6,2,Website,Confirmed,7047974.82
BKG01995,2024-12-31,2025-04-25,2025-04-28,Standard,Early Bird (> 30 days),1207355.96,3,3,Walk-in,Confirmed,3622067.88
BKG01996,2024-12-31,2025-04-25,2025-04-29,Standard,Early Bird (> 30 days),1160242.16,4,2,Website,Confirmed,4640968.64
BKG01997,2024-12-31,2025-04-25,2025-05-01,Standard,Early Bird (> 30 days),1207212.3,6,1,Direct,Confirmed,7243273.800000001
BKG01998,2024-12-31,2025-04-25,2025-04-28,Deluxe,Early Bird (> 30 days) + Member,1201456.69,3,2,Website,Confirmed,3604370.07
BKG01999,2024-12-31,2025-04-25,2025-04-28,Deluxe,Early Bird (> 30 days) + Member,1159076.92,3,3,OTA,Confirmed,3477230.76
BKG02000,2024-12-31,2025-04-25,2025-05-02,Suite,Early Bird (> 30 days),2143488.76,7,1,Website,Confirmed,15004421.319999998
BKG02001,2024-12-31,2025-04-25,2025-04-28,Suite,Early Bird (> 30 days),1980773.92,3,2,OTA,Cancelled,0.0
BKG02002,2024-12-31,2025-04-25,2025-04-28,Suite,Early Bird (> 30 days),2177599.0,3,3,OTA,Confirmed,6532797.0
BKG02003,2024-12-31,2025-04-26,2025-04-29,Standard,Early Bird (> 30 days) + Member,1075319.09,3,1,Website,Confirmed,3225957.2700000005
BKG02004,2024-12-31,2025-04-26,2025-05-02,Standard,Early Bird (> 30 days) + Member,1064056.37,6,3,Website,Confirmed,6384338.220000001
BKG02005,2024-12-31,2025-04-26,2025-04-29,Standard,Early Bird (> 30 days),1183337.72,3,3,Website,Confirmed,3550013.16
BKG02006,2024-12-31,2025-04-26,2025-05-02,Standard,Early Bird (> 30 days),1141044.93,6,2,OTA,Confirmed,6846269.58
BKG02007,2024-12-31,2025-04-26,2025-05-01,Standard,Early Bird (> 30 days),1220298.05,5,3,OTA,Confirmed,6101490.25
BKG02008,2024-12-31,2025-04-26,2025-04-30,Standard,Early Bird (> 30 days),1187584.33,4,2,Direct,Cancelled,0.0
BKG02009,2024-12-31,2025-04-26,2025-04-29,Standard,Early Bird (> 30 days),1159731.89,3,2,OTA,Confirmed,3479195.67
BKG02010,2024-12-31,2025-04-26,2025-04-30,Deluxe,Early Bird (> 30 days),1406016.86,4,1,OTA,Confirmed,5624067.44
BKG02011,2024-12-31,2025-04-26,2025-04-27,Deluxe,Early Bird (> 30 days),1357247.61,1,3,OTA,Confirmed,1357247.61
BKG02012,2024-12-31,2025-04-26,2025-04-30,Suite,Early Bird (> 30 days),2150932.12,4,1,OTA,Confirmed,8603728.48
BKG02013,2024-12-31,2025-04-27,2025-04-28,Deluxe,Early Bird (> 30 days) + Member,1152880.75,1,1,Direct,Confirmed,1152880.75
BKG02014,2024-12-31,2025-04-27,2025-05-01,Deluxe,Early Bird (> 30 days) + Member,1253822.27,4,1,Website,Confirmed,5015289.08
BKG02015,2024-12-31,2025-04-27,2025-04-29,Deluxe,Early Bird (> 30 days) + Member,1179317.5,2,1,OTA,Confirmed,2358635.0
BKG02016,2024-12-31,2025-04-27,2025-05-01,Deluxe,Early Bird (> 30 days),1331186.32,4,3,OTA,Confirmed,5324745.28
BKG02017,2024-12-31,2025-04-27,2025-05-01,Deluxe,Early Bird (> 30 days) + Member,1258218.47,4,3,Direct,Cancelled,0.0
BKG02018,2024-12-31,2025-04-27,2025-04-30,Deluxe,Early Bird (> 30 days) + Member,1230213.57,3,1,Website,Confirmed,3690640.71
BKG02019,2024-12-31,2025-04-27,2025-04-28,Deluxe,Early Bird (> 30 days),1352053.09,1,1,Website,Cancelled,0.0
BKG02020,2024-12-31,2025-04-27,2025-04-30,Deluxe,Early Bird (> 30 days),1364497.59,3,3,OTA,Confirmed,4093492.7700000005
BKG02021,2024-12-31,2025-04-27,2025-04-28,Deluxe,Early Bird (> 30 days),1353017.58,1,2,OTA,Confirmed,1353017.58
BKG02022,2024-12-31,2025-04-27,2025-04-30,Deluxe,Early Bird (> 30 days),1365049.08,3,2,Direct,Confirmed,4095147.24
BKG02023,2024-12-31,2025-04-27,2025-04-28,Deluxe,Early Bird (> 30 days),1371101.59,1,1,OTA,Confirmed,1371101.59
BKG02024,2024-12-31,2025-04-27,2025-05-01,Suite,Early Bird (> 30 days),2098059.69,4,1,Direct,Confirmed,8392238.76
BKG02025,2024-12-31,2025-04-28,2025-05-02,Standard,Early Bird (> 30 days) + Member,1103876.51,4,3,Website,Confirmed,4415506.04
BKG02026,2024-12-31,2025-04-28,2025-05-01,Standard,Early Bird (> 30 days),1141258.79,3,1,Website,Confirmed,3423776.37
BKG02027,2024-12-31,2025-04-28,2025-05-03,Standard,Early Bird (> 30 days),1169397.8,5,1,OTA,Cancelled,0.0
BKG02028,2024-12-31,2025-04-28,2025-04-30,Standard,Early Bird (> 30 days) + Member,1105892.71,2,1,OTA,Confirmed,2211785.42
BKG02029,2024-12-31,2025-04-28,2025-05-04,Standard,Early Bird (> 30 days) + Member,1062302.87,6,2,OTA,Confirmed,6373817.220000001
BKG02030,2024-12-31,2025-04-28,2025-05-01,Standard,Early Bird (> 30 days),1213204.52,3,2,Direct,Confirmed,3639613.56
BKG02031,2024-12-31,2025-04-28,2025-05-03,Standard,Early Bird (> 30 days),1251770.87,5,1,Direct,Confirmed,6258854.350000001
BKG02032,2024-12-31,2025-04-28,2025-05-02,Standard,Early Bird (> 30 days),1205486.46,4,2,Direct,Confirmed,4821945.84
BKG02033,2024-12-31,2025-04-28,2025-05-03,Standard,Early Bird (> 30 days) + Member,1095788.0,5,1,Website,Confirmed,5478940.0
BKG02034,2024-12-31,2025-04-28,2025-05-03,Standard,Early Bird (> 30 days),1146611.74,5,1,Website,Confirmed,5733058.7
BKG02035,2024-12-31,2025-04-28,2025-05-01,Standard,Early Bird (> 30 days),1142651.48,3,1,Direct,Confirmed,3427954.44
BKG02036,2024-12-31,2025-04-28,2025-05-01,Standard,Early Bird (> 30 days),1176464.55,3,2,Direct,Confirmed,3529393.6500000004
BKG02037,2024-12-31,2025-04-28,2025-05-03,Standard,Early Bird (> 30 days),1137365.37,5,2,OTA,Confirmed,5686826.850000001
BKG02038,2024-12-31,2025-04-28,2025-05-02,Standard,Early Bird (> 30 days) + Member,1121898.44,4,3,Website,Confirmed,4487593.76
BKG02039,2024-12-31,2025-04-28,2025-05-02,Standard,Early Bird (> 30 days),1193230.83,4,3,Website,Confirmed,4772923.32
BKG02040,2024-12-31,2025-04-28,2025-05-02,Standard,Early Bird (> 30 days),1134867.5,4,3,OTA,Confirmed,4539470.0
BKG02041,2024-12-31,2025-04-28,2025-05-01,Standard,Early Bird (> 30 days),1156514.45,3,2,Walk-in,Confirmed,3469543.3499999996
BKG02042,2024-12-31,2025-04-28,2025-04-29,Standard,Early Bird (> 30 days),1246879.87,1,3,OTA,Confirmed,1246879.87
BKG02043,2024-12-31,2025-04-28,2025-04-29,Standard,Early Bird (> 30 days) + Member,1028678.17,1,2,Direct,Confirmed,1028678.17
BKG02044,2024-12-31,2025-04-28,2025-05-01,Standard,Early Bird (> 30 days) + Member,1119427.87,3,3,Website,Confirmed,3358283.6100000003
BKG02045,2024-12-31,2025-04-28,2025-05-04,Deluxe,Early Bird (> 30 days) + Member,1215236.95,6,2,Website,Confirmed,7291421.699999999
BKG02046,2024-12-31,2025-04-28,2025-04-30,Deluxe,Early Bird (> 30 days) + Member,1191040.2,2,1,Direct,Cancelled,0.0
BKG02047,2024-12-31,2025-04-28,2025-05-03,Deluxe,Early Bird (> 30 days),1290421.49,5,2,Website,Confirmed,6452107.45
BKG02048,2024-12-31,2025-04-28,2025-05-01,Deluxe,Early Bird (> 30 days),1305303.21,3,2,Website,Confirmed,3915909.63
BKG02049,2024-12-31,2025-04-28,2025-04-30,Deluxe,Early Bird (> 30 days),1305566.97,2,3,Website,Confirmed,2611133.94
BKG02050,2024-12-31,2025-04-28,2025-05-03,Suite,Early Bird (> 30 days),2159439.8,5,3,OTA,Confirmed,10797199.0
BKG02051,2024-12-31,2025-04-28,2025-05-02,Suite,Early Bird (> 30 days) + Member,1945715.4,4,3,Website,Cancelled,0.0
BKG02052,2024-12-31,2025-04-28,2025-04-29,Suite,Early Bird (> 30 days),1976755.72,1,1,OTA,Confirmed,1976755.72
BKG02053,2024-12-31,2025-04-29,2025-05-03,Suite,Early Bird (> 30 days),2032522.17,4,3,OTA,Confirmed,8130088.68
BKG02054,2024-12-31,2025-04-29,2025-05-03,Suite,Early Bird (> 30 days),1985786.68,4,1,Website,Confirmed,7943146.72
BKG02055,2024-12-31,2025-04-29,2025-05-02,Suite,Early Bird (> 30 days) + Member,1957687.38,3,2,Website,Confirmed,5873062.14
BKG02056,2024-12-31,2025-04-30,2025-05-04,Standard,Early Bird (> 30 days),1137204.81,4,2,OTA,Confirmed,4548819.24
BKG02057,2024-12-31,2025-04-30,2025-05-01,Standard,Early Bird (> 30 days),1157124.78,1,3,OTA,Confirmed,1157124.78
BKG02058,2024-12-31,2025-04-30,2025-05-04,Standard,Early Bird (> 30 days),1224974.8,4,1,Website,Confirmed,4899899.2
BKG02059,2024-12-31,2025-04-30,2025-05-03,Standard,Early Bird (> 30 days),1234897.1,3,2,OTA,Confirmed,3704691.3000000003
BKG02060,2024-12-31,2025-04-30,2025-05-02,Standard,Early Bird (> 30 days),1149924.73,2,2,Website,Confirmed,2299849.46
BKG02061,2024-12-31,2025-04-30,2025-05-01,Standard,Early Bird (> 30 days),1202505.04,1,1,Website,Confirmed,1202505.04
BKG02062,2024-12-31,2025-04-30,2025-05-03,Standard,Early Bird (> 30 days) + Member,1074499.48,3,1,Direct,Confirmed,3223498.44
BKG02063,2024-12-31,2025-04-30,2025-05-02,Standard,Early Bird (> 30 days),1176180.15,2,3,Walk-in,Confirmed,2352360.3
BKG02064,2024-12-31,2025-04-30,2025-05-01,Standard,Early Bird (> 30 days),1234217.52,1,2,OTA,Confirmed,1234217.52
BKG02065,2024-12-31,2025-04-30,2025-05-03,Standard,Early Bird (> 30 days),1171544.22,3,1,Direct,Confirmed,3514632.66
BKG02066,2024-12-31,2025-04-30,2025-05-03,Deluxe,Early Bird (> 30 days) + Member,1247866.35,3,3,Direct,Confirmed,3743599.0500000003
BKG02067,2024-12-31,2025-04-30,2025-05-02,Deluxe,Early Bird (> 30 days),1308720.69,2,3,Direct,Confirmed,2617441.38
BKG02068,2024-12-31,2025-04-30,2025-05-05,Deluxe,Early Bird (> 30 days) + Member,1156126.49,5,2,Direct,Confirmed,5780632.45
BKG02069,2024-12-31,2025-04-30,2025-05-05,Deluxe,Early Bird (> 30 days) + Member,1269357.73,5,3,Direct,Confirmed,6346788.65
BKG02070,2024-12-31,2025-04-30,2025-05-03,Deluxe,Early Bird (> 30 days) + Member,1157893.04,3,2,OTA,Confirmed,3473679.12
BKG02071,2024-12-31,2025-04-30,2025-05-07,Suite,Early Bird (> 30 days) + Member,1804784.22,7,3,Walk-in,Confirmed,12633489.54
BKG02072,2024-12-31,2025-04-30,2025-05-05,Suite,Early Bird (> 30 days),2181134.18,5,1,OTA,Confirmed,10905670.9
BKG02073,2024-12-31,2025-05-01,2025-05-05,Standard,Early Bird (> 30 days),1249893.78,4,1,Website,Confirmed,4999575.12
BKG02074,2024-12-31,2025-05-01,2025-05-04,Standard,Early Bird (> 30 days),1141261.42,3,3,Walk-in,Confirmed,3423784.26
BKG02075,2024-12-31,2025-05-01,2025-05-04,Standard,Early Bird (> 30 days),1185100.05,3,3,Direct,Confirmed,3555300.1500000004
BKG02076,2024-12-31,2025-05-01,2025-05-05,Standard,Early Bird (> 30 days),1152974.55,4,3,OTA,Confirmed,4611898.2
BKG02077,2024-12-31,2025-05-01,2025-05-05,Standard,Early Bird (> 30 days),1249892.79,4,2,OTA,Confirmed,4999571.16
BKG02078,2024-12-31,2025-05-01,2025-05-06,Standard,Early Bird (> 30 days),1200982.71,5,2,OTA,Confirmed,6004913.55
BKG02079,2024-12-31,2025-05-01,2025-05-02,Standard,Early Bird (> 30 days),1187082.66,1,1,Direct,Cancelled,0.0
BKG02080,2024-12-31,2025-05-01,2025-05-05,Standard,Early Bird (> 30 days),1207257.15,4,2,Website,Cancelled,0.0
BKG02081,2024-12-31,2025-05-01,2025-05-04,Standard,Early Bird (> 30 days),1145465.85,3,1,Website,Confirmed,3436397.5500000003
BKG02082,2024-12-31,2025-05-01,2025-05-02,Standard,Early Bird (> 30 days),1234025.63,1,3,OTA,Confirmed,1234025.63
BKG02083,2024-12-31,2025-05-01,2025-05-03,Standard,Early Bird (> 30 days),1152344.16,2,3,OTA,Cancelled,0.0
BKG02084,2024-12-31,2025-05-01,2025-05-06,Deluxe,Early Bird (> 30 days),1322379.76,5,3,Walk-in,Confirmed,6611898.8
